,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Text_ID,Dominant_Topic_ID
1529,1529,5.0,0.19249999523162842,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join the event, bring your friends, feel safe with us in”
It's free! Organized on a donation basis. Join the even , ring your men s,
feel safe with us—

lt's free! Organized on a donation basis. Free SeIf—Defense class in Los

AngWFree SeIf-Defense class in Los Angeles,
CA",document #: 1529,topic #: 5.0
1530,1530,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",repost—,document #: 1530,topic #: 5.0
1531,1531,5.0,0.1923999935388565,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join the event, bring your friends, feel safe with us!
Don't miss the opportunity to train outdoors!
It's free! Organized on a donation basis. Free SeIf-defense class in Orlando,

F'—",document #: 1531,topic #: 5.0
1532,1532,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","If you are Native, love and admire Native culture, join us! Native Americans
United",document #: 1532,topic #: 5.0
1533,1533,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Like if you're thinking: ""Wish it was all mine..."" :D",document #: 1533,topic #: 5.0
1534,1534,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",God bless Dixie!,document #: 1534,topic #: 5.0
1535,1535,5.0,0.19249999523162842,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Each time this question is raised; ""When is Black History Month?"" Remember
you answer should always be... 365/24/7.

#BlackDontCrack #PanAfricanism #BlackNationalism #BlackEmpowerment
#AfricanEmpowerment #AfricanAndProud #BlaCkAndProud #BlackPride
#BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack
#UnapologeticallyAfrican #BlacklnAmerica #BIackIsBeautiful #KnowThySelf
#KnowledgeOfSelf #KnowledgeOfSelflsANationality
#EconomicEmpowerment #IntegrationFailed #WhiteLiesMatter #Education
#AfricanUnification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack
#blackexcellence #goals #woke",document #: 1535,topic #: 5.0
1536,1536,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Native American history must be taught properly in schools.
History of the USA began from Native History!",document #: 1536,topic #: 5.0
1537,1537,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Just because dads are the best friends.,document #: 1537,topic #: 5.0
1538,1538,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Protect the 2nd. Without it, you won't have any others! Join! Defend The 2nd",document #: 1538,topic #: 5.0
1539,1539,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",This young Queen is an inspiration for all of us! Proud of her.,document #: 1539,topic #: 5.0
